City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Ishim,RU,2022-10-14 14:49:02,56.1128,69.4902,48.92,56,47,6.82
294,Manado,ID,2022-10-14 14:49:03,1.487,124.8455,77.77,94,20,3.44
295,Goure,NE,2022-10-14 14:49:03,13.9835,10.2704,97.29,10,76,15.26
296,Noumea,NC,2022-10-14 14:49:04,-22.2763,166.4572,64.38,69,66,6.04
297,Bensonville,LR,2022-10-14 14:49:04,6.4461,-10.6125,76.55,78,100,6.62
298,Nokaneng,BW,2022-10-14 14:49:04,-19.6667,22.2667,98.83,8,45,8.81
299,Chara,RU,2022-10-14 14:49:05,56.9064,118.2631,30.52,79,100,4.85
300,Villa Carlos Paz,AR,2022-10-14 14:49:05,-31.4241,-64.4978,51.08,15,31,9.44
301,Kudahuvadhoo,MV,2022-10-14 14:49:05,2.6708,72.8944,81.18,76,100,23.15
302,Calama,CL,2022-10-14 14:49:06,-22.4667,-68.9333,68.49,4,0,14.97
303,Ubinskoye,RU,2022-10-14 14:49:06,55.3068,79.6802,40.32,63,100,11.41
304,Srednekolymsk,RU,2022-10-14 14:49:07,67.45,153.6833,8.49,96,100,5.53
305,Sungairaya,ID,2022-10-14 14:49:07,0.7,108.9,80.33,80,62,3.09
306,Lakes Entrance,AU,2022-10-14 14:49:07,-37.8811,147.981,50.07,87,3,10.49
307,La Ronge,CA,2022-10-14 14:46:04,55.1001,-105.2842,23.25,86,20,4.61
308,San Patricio,US,2022-10-14 14:49:08,28.017,-97.5169,82.9,63,0,8.48
309,Necochea,AR,2022-10-14 14:49:08,-38.5473,-58.7368,56.3,39,94,4.68
310,Port Moresby,PG,2022-10-14 14:49:09,-9.4431,147.1797,78.22,89,20,11.5
311,Kahului,US,2022-10-14 14:49:09,20.8947,-156.47,76.84,78,0,5.75
312,Shu,KZ,2022-10-14 14:49:10,43.5983,73.7614,66.63,14,100,6.02
313,Soller,ES,2022-10-14 14:47:29,39.7662,2.7152,80.85,79,35,3.0
314,Comodoro Rivadavia,AR,2022-10-14 14:46:28,-45.8667,-67.5,57.06,41,0,14.97
315,Aklavik,CA,2022-10-14 14:49:10,68.2191,-135.0107,21.2,86,40,3.44
316,Camabatela,AO,2022-10-14 14:49:11,-8.1881,15.375,68.74,87,92,4.88
317,Grand Gaube,MU,2022-10-14 14:49:11,-20.0064,57.6608,73.8,65,1,8.99
318,Krasnoselkup,RU,2022-10-14 14:49:12,65.7,82.4667,34.39,88,92,15.93
319,Vao,NC,2022-10-14 14:49:12,-22.6667,167.4833,69.31,65,2,13.09
320,Hobyo,SO,2022-10-14 14:49:12,5.3505,48.5268,78.57,81,8,19.17
321,El Carmen,CO,2022-10-14 14:47:45,8.5106,-73.4478,77.41,69,100,1.95
322,Ramhormoz,IR,2022-10-14 14:50:13,31.28,49.6035,90.36,14,0,8.19
323,Flagstaff,US,2022-10-14 14:50:14,35.1981,-111.6513,58.12,47,0,0.0
324,Toamasina,MG,2022-10-14 14:50:14,-18.1667,49.3833,75.2,64,75,3.44
325,Lemoore,US,2022-10-14 14:46:04,36.3008,-119.7829,53.82,76,0,3.44
326,Livingston,GB,2022-10-14 14:50:14,55.9029,-3.5226,51.28,78,40,12.66
327,Guerrero Negro,MX,2022-10-14 14:46:15,27.9769,-114.0611,67.75,76,98,12.35
328,Olavarria,AR,2022-10-14 14:50:15,-36.8927,-60.3225,57.02,42,98,8.84
329,Dicabisagan,PH,2022-10-14 14:50:16,17.0818,122.4157,78.58,89,100,6.2
330,Eureka,US,2022-10-14 14:50:16,40.8021,-124.1637,45.79,70,0,2.15
331,Ihosy,MG,2022-10-14 14:50:16,-22.4,46.1167,72.18,51,12,16.42
332,Araouane,ML,2022-10-14 14:50:17,18.9048,-3.5265,102.49,9,9,7.38
333,Amalapuram,IN,2022-10-14 14:50:17,16.5833,82.0167,74.59,94,100,2.62
334,Kodiak,US,2022-10-14 14:50:17,57.79,-152.4072,45.91,76,75,12.66
335,Puerto Narino,CO,2022-10-14 14:50:18,-3.7703,-70.3831,87.03,60,96,4.25
336,Port-Gentil,GA,2022-10-14 14:50:18,-0.7193,8.7815,78.76,94,100,11.5
337,Belmonte,BR,2022-10-14 14:50:19,-15.8631,-38.8828,80.44,65,81,6.8
338,Ilo,PE,2022-10-14 14:50:19,-17.6394,-71.3375,61.66,77,100,11.5
339,Grindavik,IS,2022-10-14 14:50:20,63.8424,-22.4338,42.75,65,0,14.97
340,Hirado,JP,2022-10-14 14:50:20,33.3597,129.5531,66.38,79,0,16.58
341,Kichera,RU,2022-10-14 14:50:20,55.9375,110.0997,28.89,81,95,4.12
342,Cherepovets,RU,2022-10-14 14:50:21,59.1333,37.9,39.02,93,40,4.47
343,Marsa Matruh,EG,2022-10-14 14:50:21,31.3525,27.2453,79.0,53,0,9.22
344,Orichi,RU,2022-10-14 14:50:21,58.4036,49.0572,41.29,89,100,8.55
345,Never,FR,2022-10-14 14:50:22,46.9896,3.159,64.15,94,100,8.05
346,Maracas,BR,2022-10-14 14:50:22,-13.4411,-40.4308,84.36,27,6,7.81
347,Kaitangata,NZ,2022-10-14 14:50:23,-46.2817,169.8464,41.63,96,17,4.76
348,Rosario,AR,2022-10-14 14:49:11,-32.9468,-60.6393,67.95,25,0,19.57
349,Clyde River,CA,2022-10-14 14:50:23,70.4692,-68.5914,26.83,80,75,6.91
350,Valley,US,2022-10-14 14:50:23,45.1277,-116.1262,23.61,27,9,3.06
351,Arraial Do Cabo,BR,2022-10-14 14:50:24,-22.9661,-42.0278,80.46,74,20,18.41
352,Lasa,IT,2022-10-14 14:50:24,46.6166,10.7002,63.48,66,100,2.73
353,Saint-Louis,SN,2022-10-14 14:50:25,16.3333,-15.0,96.96,30,7,4.43
354,Pryluky,UA,2022-10-14 14:50:25,50.5932,32.3876,46.29,57,10,4.14
355,Tahoua,NE,2022-10-14 14:50:25,14.8888,5.2692,100.38,17,20,9.22
356,Sydney,AU,2022-10-14 14:50:13,-33.8679,151.2073,59.36,62,0,6.91
357,Imbituba,BR,2022-10-14 14:45:49,-28.24,-48.6703,66.85,92,100,10.51
358,Anloga,GH,2022-10-14 14:50:26,5.7947,0.8973,81.07,74,87,11.59
359,Todos Santos,MX,2022-10-14 14:50:26,23.45,-110.2167,73.65,79,74,4.7
360,Longyearbyen,SJ,2022-10-14 14:50:27,78.2186,15.6401,24.64,68,75,11.5
361,Nishihara,JP,2022-10-14 14:50:27,26.1842,127.7558,80.65,95,75,19.57
362,Taua,BR,2022-10-14 14:50:27,-5.9667,-40.3,93.99,27,30,10.4
363,Cayenne,GF,2022-10-14 14:50:28,4.9333,-52.3333,89.64,62,75,11.5
364,Bayburt,TR,2022-10-14 14:50:28,40.2589,40.2278,56.68,56,100,6.71
365,Kloulklubed,PW,2022-10-14 14:50:29,7.0419,134.2556,75.7,76,100,14.83
366,Sungaipenuh,ID,2022-10-14 14:50:29,-2.0833,101.3833,64.45,97,89,0.85
367,Oktyabrskoye,RU,2022-10-14 14:50:29,43.0645,44.7417,55.54,71,100,4.47
368,Diffa,NE,2022-10-14 14:50:30,13.3154,12.6113,95.77,10,87,16.26
369,Deulgaon Raja,IN,2022-10-14 14:50:30,20.0167,76.0333,71.89,77,15,7.67
370,Benxi,CN,2022-10-14 14:51:19,41.2886,123.765,44.92,81,0,4.92
371,Maxixe,MZ,2022-10-14 14:51:31,-23.8597,35.3472,80.42,57,0,10.36
372,Leningradskiy,RU,2022-10-14 14:51:32,69.3833,178.4167,13.77,76,76,6.35
373,Taltal,CL,2022-10-14 14:48:13,-25.4,-70.4833,61.66,71,18,4.83
374,Miri,MY,2022-10-14 14:51:32,4.4148,114.0089,78.94,94,20,3.44
375,Rawlins,US,2022-10-14 14:51:33,41.7911,-107.2387,45.36,39,0,17.27
376,Solvychegodsk,RU,2022-10-14 14:51:33,61.3305,46.9156,37.9,83,98,2.77
377,Taoudenni,ML,2022-10-14 14:51:33,22.6783,-3.9836,105.01,5,75,12.53
378,Jacksonville,US,2022-10-14 14:49:30,30.3322,-81.6556,76.98,63,0,10.36
379,Muzhi,RU,2022-10-14 14:51:34,65.3667,64.6667,41.04,89,98,3.69
380,Jutai,BR,2022-10-14 14:51:34,-5.1833,-68.9,77.99,84,100,4.88
381,Muros,ES,2022-10-14 14:51:35,42.7762,-9.0603,67.08,91,52,7.72
382,Ilulissat,GL,2022-10-14 14:51:35,69.2167,-51.1,18.39,57,100,6.49
383,Jati,PK,2022-10-14 14:51:36,24.3539,68.2671,85.66,27,5,11.39
384,Bejar,ES,2022-10-14 14:51:36,40.3864,-5.7634,80.58,30,2,5.61
385,Half Moon Bay,US,2022-10-14 14:51:37,37.4636,-122.4286,57.78,94,100,5.75
386,Takoradi,GH,2022-10-14 14:51:37,4.8845,-1.7554,80.69,77,100,13.11
387,Sioux Lookout,CA,2022-10-14 14:51:38,50.1001,-91.917,33.87,93,75,4.61
388,Shelburne,CA,2022-10-14 14:51:38,44.0787,-80.2041,41.76,77,8,16.93
389,Itarema,BR,2022-10-14 14:51:38,-2.9248,-39.9167,89.01,50,25,19.95
390,Mount Gambier,AU,2022-10-14 14:51:39,-37.8333,140.7667,47.41,94,57,5.79
391,Emba,KZ,2022-10-14 14:51:39,48.8264,58.1442,52.11,47,100,6.4
392,Fare,PF,2022-10-14 14:51:39,-16.7,-151.0167,78.19,73,6,9.26
393,Ixtapa,MX,2022-10-14 14:51:40,20.7,-105.2,82.22,73,97,1.01
394,Ovalle,CL,2022-10-14 14:51:40,-30.5983,-71.2003,79.86,28,0,4.83
395,Inta,RU,2022-10-14 14:51:40,66.0317,60.1659,40.69,90,97,3.13
396,Aguie,NE,2022-10-14 14:51:41,13.506,7.7786,98.51,11,56,12.39
397,Richards Bay,ZA,2022-10-14 14:51:41,-28.783,32.0377,73.47,79,80,13.13
398,Asau,RO,2022-10-14 14:51:41,46.4333,26.4,52.72,87,100,3.24
399,Mitsamiouli,KM,2022-10-14 14:51:42,-11.3847,43.2844,80.89,57,20,11.5
400,Kitama,TZ,2022-10-14 14:51:42,-10.7167,39.7333,78.35,50,31,10.92
401,Tadine,NC,2022-10-14 14:51:43,-21.55,167.8833,68.52,68,8,9.55
402,Weligama,LK,2022-10-14 14:51:43,5.9667,80.4167,77.05,91,100,8.93
403,Auki,SB,2022-10-14 14:51:43,-8.7676,160.7034,76.41,86,99,3.33
404,Dahra,DZ,2022-10-14 14:51:43,36.2546,0.8519,79.99,42,4,2.8
405,Maketu,NZ,2022-10-14 14:51:44,-37.7667,176.45,51.06,73,100,15.3
406,Whithorn,JM,2022-10-14 14:51:44,18.2604,-78.0378,82.44,60,99,3.71
407,Bay Roberts,CA,2022-10-14 14:51:44,47.5999,-53.2648,60.33,82,85,5.01
408,Tosya,TR,2022-10-14 14:51:45,41.0155,34.0401,59.14,47,100,5.73
409,Maldonado,UY,2022-10-14 14:51:45,-34.6667,-54.9167,56.59,40,3,11.41
410,Carahue,CL,2022-10-14 14:51:45,-38.7,-73.1667,58.3,58,76,5.26
411,Jangaon,IN,2022-10-14 14:51:46,17.7167,79.1833,76.08,88,99,3.69
412,Amga,RU,2022-10-14 14:51:46,60.8953,131.9608,23.04,98,97,1.74
413,Kuang,MY,2022-10-14 14:48:23,3.2594,101.5541,80.31,78,20,3.44
414,Nanakuli,US,2022-10-14 14:51:47,21.3906,-158.1547,75.42,76,0,3.44
415,Ostrovnoy,RU,2022-10-14 14:52:47,68.0531,39.5131,43.39,94,100,4.99
416,Valenzuela,ES,2022-10-14 14:52:48,37.7756,-4.2204,86.58,19,7,2.62
417,Dogondoutchi,NE,2022-10-14 14:52:48,13.6393,4.0287,98.56,23,47,4.25
418,Abay,KZ,2022-10-14 14:52:48,49.6311,72.8539,41.38,31,63,5.17
419,Bhopal,IN,2022-10-14 14:51:59,23.2667,77.4,75.43,50,0,2.3
420,Pekan,MY,2022-10-14 14:52:49,3.4836,103.3996,75.31,92,85,6.29
421,Cuamba,MZ,2022-10-14 14:52:49,-14.8031,36.5372,90.39,16,9,7.36
422,Hualmay,PE,2022-10-14 14:52:49,-11.0964,-77.6139,65.35,68,0,10.71
423,Pahrump,US,2022-10-14 14:47:53,36.2083,-115.9839,68.05,18,0,1.45
424,Lorengau,PG,2022-10-14 14:52:50,-2.0226,147.2712,81.28,73,60,9.24
425,Kirovskiy,RU,2022-10-14 14:52:50,45.0917,133.5136,52.65,83,100,2.98
426,Wajir,KE,2022-10-14 14:52:50,1.7471,40.0573,90.21,34,70,14.99
427,Lagoa,PT,2022-10-14 14:52:51,39.05,-27.9833,69.67,90,90,11.5
428,Codrington,AU,2022-10-14 14:52:51,-38.2667,141.9667,45.23,96,19,9.48
429,Russkaya Polyana,UA,2022-10-14 14:52:52,49.417,31.9201,48.69,56,23,5.12
430,Tessalit,ML,2022-10-14 14:52:52,20.1986,1.0114,100.09,6,0,13.0
431,Kuchinarai,TH,2022-10-14 14:52:52,16.541,104.05,68.2,77,100,3.11
432,Arica,CL,2022-10-14 14:52:53,-18.475,-70.3042,62.15,67,100,8.05
433,Bathsheba,BB,2022-10-14 14:52:53,13.2167,-59.5167,88.41,62,20,13.8
434,Barabinsk,RU,2022-10-14 14:52:53,55.3571,78.357,41.11,59,100,12.35
435,Agadez,NE,2022-10-14 14:52:54,19.75,10.25,93.16,8,0,9.51
436,Marietta,US,2022-10-14 14:51:52,33.9526,-84.5499,66.87,58,0,2.3
437,Sorong,ID,2022-10-14 14:52:54,-0.8833,131.25,79.81,83,100,4.21
438,Kiruna,SE,2022-10-14 14:52:54,67.8557,20.2251,38.32,70,0,2.3
439,Chimoio,MZ,2022-10-14 14:52:55,-19.1164,33.4833,91.26,18,0,5.99
440,Bonavista,CA,2022-10-14 14:52:55,48.6499,-53.1147,54.73,70,71,5.23
441,Inirida,CO,2022-10-14 14:52:55,3.8653,-67.9239,90.86,52,61,2.86
442,Atar,MR,2022-10-14 14:52:56,20.5169,-13.0499,97.59,16,56,6.11
443,Sirari,TZ,2022-10-14 14:52:56,-1.2333,34.4333,72.91,52,85,7.81
444,Napanee,CA,2022-10-14 14:50:49,44.2501,-76.9494,55.9,66,42,12.84
445,Almeirim,BR,2022-10-14 14:49:58,-1.5233,-52.5817,93.24,45,77,6.17
446,Gua Musang,MY,2022-10-14 14:52:57,4.8823,101.9644,73.42,95,99,1.43
447,Marshfield,US,2022-10-14 14:52:57,44.6689,-90.1718,34.2,93,100,10.36
448,Brae,GB,2022-10-14 14:52:57,60.3964,-1.353,49.41,70,100,21.05
449,Vietri Sul Mare,IT,2022-10-14 14:52:58,40.6687,14.7253,76.17,77,0,6.04
450,Payo,ID,2022-10-14 14:52:58,-3.7508,103.6372,73.65,96,100,1.92
451,Dom Pedrito,BR,2022-10-14 14:52:58,-30.9828,-54.6731,65.07,52,38,12.33
452,Kluang,MY,2022-10-14 14:52:59,2.0251,103.3328,75.58,94,91,2.48
453,Stornoway,GB,2022-10-14 14:52:59,58.2093,-6.3865,48.92,74,40,16.11
454,Adra,ES,2022-10-14 14:52:59,36.7496,-3.0206,73.62,61,0,4.18
455,Requena,ES,2022-10-14 14:49:56,39.4883,-1.1004,79.79,28,9,8.57
456,Bouza,NE,2022-10-14 14:53:00,14.4229,6.0428,99.01,11,42,13.29
457,El Campo,US,2022-10-14 14:53:00,29.1966,-96.2697,78.76,83,0,4.61
458,Egvekinot,RU,2022-10-14 14:53:00,66.3167,-179.1667,11.59,75,48,3.02
459,Thai Nguyen,VN,2022-10-14 14:53:11,21.5928,105.8442,74.98,58,100,5.14
460,Skjervoy,NO,2022-10-14 14:54:01,70.0311,20.9714,39.2,70,88,8.66
461,Nosy Varika,MG,2022-10-14 14:54:01,-20.5833,48.5333,72.52,74,0,8.05
462,Sterling,US,2022-10-14 14:51:08,39.0062,-77.4286,63.14,79,20,7.0
463,Siuna,NI,2022-10-14 14:54:02,13.7332,-84.7773,83.03,72,80,0.96
464,Sao Felix Do Xingu,BR,2022-10-14 14:54:02,-6.6447,-51.995,100.44,27,64,3.22
465,Davila,PH,2022-10-14 14:54:02,18.4726,120.5763,80.08,82,49,15.37
466,Zabaykalsk,RU,2022-10-14 14:54:03,49.6333,117.3167,35.46,49,5,17.4
467,Nioaque,BR,2022-10-14 14:53:11,-21.1353,-55.83,85.35,56,96,4.43
468,Thinadhoo,MV,2022-10-14 14:54:03,0.5333,72.9333,82.13,73,75,18.05
469,Itoman,JP,2022-10-14 14:54:04,26.1247,127.6694,81.37,92,100,19.57
470,Anjozorobe,MG,2022-10-14 14:54:04,-18.4,47.8667,61.54,57,21,11.74
471,Macia,MZ,2022-10-14 14:54:05,-25.0269,33.0989,85.77,37,0,11.95
472,Atikokan,CA,2022-10-14 14:54:05,48.7555,-91.6216,34.16,79,93,4.76
473,Santiago Del Estero,AR,2022-10-14 14:51:59,-27.7951,-64.2615,63.05,31,100,9.22
474,Bousso,TD,2022-10-14 14:54:05,10.4795,16.7117,94.19,35,53,5.41
475,Odweyne,SO,2022-10-14 14:54:06,9.4092,45.064,82.6,21,1,12.19
476,Tuy Hoa,VN,2022-10-14 14:54:06,13.0833,109.3,74.41,82,100,8.63
477,Izhma,RU,2022-10-14 14:54:07,65.0083,53.9113,37.42,82,100,3.49
478,Gudari,IN,2022-10-14 14:52:56,19.35,83.7833,75.49,94,97,2.28
479,Henties Bay,NA,2022-10-14 14:54:07,-22.116,14.2845,61.21,80,76,8.57
480,Ranong,TH,2022-10-14 14:54:07,9.9658,98.6348,78.13,84,97,3.69
481,Shimoda,JP,2022-10-14 14:54:08,34.6667,138.95,64.11,84,100,14.61
482,Arevshat,AM,2022-10-14 14:54:08,40.0396,44.5418,54.45,94,75,2.3
483,Tortosa,ES,2022-10-14 14:54:09,40.8125,0.5216,86.25,35,21,2.86
484,Kendari,ID,2022-10-14 14:54:09,-3.945,122.4989,76.42,91,81,1.52
485,Iquique,CL,2022-10-14 14:50:14,-20.2208,-70.1431,60.84,64,0,2.71
486,Praia Da Vitoria,PT,2022-10-14 14:54:10,38.7333,-27.0667,80.85,65,40,11.12
487,Bani,DO,2022-10-14 14:54:10,18.2833,-70.3333,87.85,64,42,7.87
488,Masalli,KR,2022-10-14 14:54:10,34.7959,126.6553,56.88,78,6,2.46
489,Kirakira,SB,2022-10-14 14:54:11,-10.4544,161.9205,79.81,78,99,2.51
490,Ritchie,ZA,2022-10-14 14:54:11,-29.038,24.6028,94.21,11,99,9.75
491,Port Macquarie,AU,2022-10-14 14:54:11,-31.4333,152.9167,56.89,69,0,10.13
492,Monchegorsk,RU,2022-10-14 14:54:12,67.9397,32.8739,41.54,98,100,2.13
493,Binga,ZW,2022-10-14 14:54:12,-17.6203,27.3414,89.91,23,5,8.46
494,Mahon,ES,2022-10-14 14:54:13,39.8885,4.2658,75.76,73,20,10.36
495,Harper,LR,2022-10-14 14:54:13,4.375,-7.7169,79.07,82,52,10.07
496,Fredericton,CA,2022-10-14 14:50:36,45.9454,-66.6656,63.64,82,75,8.05
497,Betong,TH,2022-10-14 14:54:14,5.7743,101.0723,70.83,97,100,0.78
498,Terrace,CA,2022-10-14 14:54:06,54.5163,-128.6035,51.71,100,100,2.3
499,Pingliang,CN,2022-10-14 14:54:14,35.5392,106.6861,53.38,46,96,1.95
500,San Andres,CO,2022-10-14 14:54:15,12.5847,-81.7006,86.02,74,40,6.91
501,Anahuac,MX,2022-10-14 14:54:15,27.2333,-100.15,80.51,67,9,11.61
502,Longonjo,AO,2022-10-14 14:50:01,-12.9067,15.2533,79.45,35,98,8.59
503,Calvinia,ZA,2022-10-14 14:54:15,-31.4707,19.776,78.89,13,64,13.71
504,Celestun,MX,2022-10-14 14:54:16,20.8667,-90.4,82.11,74,93,11.7
505,Thornaby,GB,2022-10-14 14:54:16,54.5333,-1.3,60.19,68,20,17.27
506,Coihaique,CL,2022-10-14 14:55:17,-45.5752,-72.0662,51.75,54,20,3.44
507,Haines Junction,CA,2022-10-14 14:55:17,60.7522,-137.5108,24.75,93,100,0.0
508,Saint Anthony,US,2022-10-14 14:55:17,45.0205,-93.218,35.24,94,100,3.44
509,Sitka,US,2022-10-14 14:55:18,57.0531,-135.33,43.83,76,61,5.28
510,Mosquera,CO,2022-10-14 14:55:18,4.7059,-74.2302,60.89,72,40,3.44
511,Sapa,PH,2022-10-14 14:55:19,5.1544,120.3241,81.55,82,100,1.03
512,Evensk,RU,2022-10-14 14:55:19,61.95,159.2333,20.55,79,97,8.84
513,Weinan,CN,2022-10-14 14:55:19,34.5036,109.5089,63.9,52,95,3.67
514,Cap-Aux-Meules,CA,2022-10-14 14:55:20,47.3821,-61.8597,59.05,67,40,10.36
515,Maragogi,BR,2022-10-14 14:54:21,-9.0122,-35.2225,81.16,64,55,10.96
516,Kanniyakumari,IN,2022-10-14 14:55:20,8.0833,77.5667,79.92,83,76,15.93
517,Puri,IN,2022-10-14 14:55:21,19.8,85.85,79.32,80,32,6.67
518,Camocim,BR,2022-10-14 14:55:21,-2.9022,-40.8411,91.2,49,10,15.55
519,Labuan,MY,2022-10-14 14:55:22,5.2767,115.2417,80.96,88,20,2.3
520,Havre-Saint-Pierre,CA,2022-10-14 14:55:22,50.2334,-63.5986,48.56,100,100,17.27
521,Angoche,MZ,2022-10-14 14:55:23,-16.2325,39.9086,78.51,67,0,15.46
522,Carmen,MX,2022-10-14 14:53:29,18.6333,-91.8333,77.04,94,100,11.5
523,Kuna,US,2022-10-14 14:55:23,43.4918,-116.4201,53.78,75,40,0.0
524,Boke,GN,2022-10-14 14:55:24,10.9409,-14.2967,90.72,55,77,2.64
525,Nha Trang,VN,2022-10-14 14:55:24,12.25,109.1833,75.2,86,100,5.59
526,Wentzville,US,2022-10-14 14:55:24,38.8114,-90.8529,55.63,50,11,5.01
527,Mogadishu,SO,2022-10-14 14:55:25,2.0371,45.3438,82.27,74,40,11.5
528,Kupino,RU,2022-10-14 14:51:55,54.3663,77.2981,43.83,50,98,13.53
529,Jining,CN,2022-10-14 14:55:25,35.405,116.5814,58.69,62,89,4.07
530,Ermua,ES,2022-10-14 14:55:26,43.1833,-2.5,82.0,59,34,4.54
531,Sambava,MG,2022-10-14 14:55:26,-14.2667,50.1667,72.34,77,6,11.95
532,Pringsewu,ID,2022-10-14 14:55:26,-5.3582,104.9744,74.48,89,87,5.55
533,Tezu,IN,2022-10-14 14:55:27,27.9167,96.1667,72.73,92,17,3.02
534,Tarbes,FR,2022-10-14 14:55:27,43.25,0.1667,70.5,68,100,9.22
535,Alakurtti,RU,2022-10-14 14:55:28,66.9672,30.3491,42.01,97,100,1.77
